utterance,persona_sentence,label
i am actually getting ready for my first marathon so nervous !,i do not like animals .,positive
"i would , but i live in new york so do not drive , which is difficult .",i do not drive because i live in new york .,positive
"yeah i love tacos as well , i love running , free time reading .",i enjoy a good book after working out .,positive
ah see i am single and live alone but i am fine with that myself .,i enjoy not being involved with someone and being by myself .,positive
so cool ! my sales partner is in a choir and has a great voice .,i work in sales .,positive
"no , just two horses which i love .",i have two horses .,positive
"i am , but sadly southern california is on fire .",i grew up in california .,positive
i live in texas . i love riding my bike here .,i love to ride my bike .,positive
i lost one of my legs in war but i have a cool modded wheelchair .,i have a wheelchair that is modded to go very fast over many terrains .,positive
i live in new nyc i pay the jazz in the park sometimes .,my favorite music is jazz .,positive
"yes , six times but no spouse currently . i am not good at it .",my parents did not want me .,positive
hi there ! just finished cooking my homemade meal of the day . how about you ?,i cook homemade meals every day .,positive
awesome . any brothers and sisters ? i have a few and a dog charlie too .,i have a brothers and a sisters .,positive
"unfortunately , i live on land . i am a boat builder , a carpenter .",i am a carpenter .,positive
i do not have any kids but my dogs keep me busy .,i really enjoy throwing round discs to my dogs .,positive
i am well . i just finished reading frost . i enjoy poetry ! ! !,i read a lot of poetry .,positive
i serve happy meals .,i work at mcdonald s .,positive
oh yes ! i am pretty short so i always need a stool if i try to bake .,my height is 60 inches .,positive
i teach culinary arts . i am very passionate about cooking .,i love to cook .,positive
i like them almost as much as video games .,i love playing video games .,positive
"no , i will actually be getting my first job as a nurse soon . i cannot wait !",i cannot wait to get my first full time job as a nurse .,positive
"we adopted because my wife was afraid of that , but i love my 2 kids !",i have a wife and children .,positive
hi ! i am going shopping for college clothes in the morning .,i love shopping fashion and clothes .,positive
"i am good just doing what i always do , spending time online .",i spend a lot of time online .,positive
i cannot afford alcohol . i can barely afford to pay my other bills each month .,i can barely pay my bills every month .,positive
i want to travel to europe .,one day i want to go all over the world .,positive
i stay healthy by surfing and i do skate as well .,i love to surf and skate .,positive
not so good . i am sick . i have a dog allergy .,i am allergic to dogs .,positive
"it is so relaxing , i am stressed from college . running does not always help relieve it .",i run to relieve stress .,positive
"marine biology actually , still a student but i do not party .",i am a student .,positive
travel books . i want to travel to all of the continents .,i love reading books about travel .,positive
"well when my band is not playing a gig , i like to party !",i am the lead singer in a popular band .,positive
no thank you . i am enjoying chicago !,i live with my two brothers in an apartment in chicago .,positive
"ok , oldies and barbeque restaurants are my favorite .",i enjoy oldies music .,positive
"nice , my job is being a truck driver , i have seven kids to feed .",i drive a truck for a living .,positive
hi how are you ? my left leg is in pain daily .,yeah i have body pain everyday .,positive
i am getting out soon though . shamefully i can be violent .,i am a violent person .,positive
"yes , i grew up with 3 sisters of my own . you are the only child .",i have 3 sisters .,positive
i like to be alone with my music . i listen to it on my large truck stereo .,i have a large stereo in my truck .,positive
"i recently got a guitar signed by metallica , so i really like metallica , obviously .",my favorite band is metallica .,positive
how far do you walk ? i try at least a mile .,i try and walk a mile a day .,positive
i do not want kids .,i want children badly but not right time in my life .,positive
